Code,file_name,ROI,root_tips,branch_points,length_mm,branching_freq_mm-1,network_area_mm2,mean_diameter_mm,median_diameter_mm,max_diameter_mm,perimeter_mm,volume_mm3,SA_mm2,Species,Species_gbif,Sample Number,Collected,Ethanol,Dried,Scanned,Dried-2,Weighed,Weight_g,Stained,Mounted,mycorrhizal_colonization,coll_location,hair_length_raw,hair_density_raw,hair_factor,Location,weight,percent_N,d_15N,percent_C,d_13C
pha_aru_7,pha_aru_7.jpg,roi_2,718,1141,1676.871,0.68,804.963,0.758,0.593,3.877,2152.879,1270.951,4051.865,Phalaris arundinacea,Phalaris arundinacea,7,yes,yes,yes,yes,yes,yes,0.0227,yes,yes,93,field,75,9,675,3 A12,2076.5,0.84,0.98,42.68,-27.67
poa_pra_1,poa_pra_1.jpg,roi_2,148,318,360.96,0.881,53.116,0.208,0.169,0.931,615.021,17.692,228.453,Poa pratensis,Poa pratensis,1,yes,yes,yes,yes,yes,yes,0.0017,yes,yes,43,field,32,6,192,1 F8,2137.5,0.58,1.27,41.29,-28.94
pol_sco_1,pol_sco_1.jpg,roi_8,130,210,435.242,0.482,130.455,0.372,0.339,1.618,757.868,68.444,505.223,Polygonum scoparium,Polygonum scoparium,1,yes,yes,yes,yes,yes,yes,0.0119,yes,yes,23,field,24,4,96,3 D5,2133.5,1.38,-3.13,45.75,-29.03
pol_sco_2,pol_sco_2.jpg,roi_8,102,174,308.679,0.564,72.812,0.307,0.239,1.693,532.379,37.357,295.11,Polygonum scoparium,Polygonum scoparium,2,yes,yes,yes,yes,yes,yes,0.0017,yes,yes,20,field,67,3,201,3 D1,2153.5,1.55,-2.03,44.46,-29.25
pol_sco_3,pol_sco_3.jpg,roi_8,66,86,167.33,0.514,53.555,0.379,0.379,0.947,295.276,23.281,199.518,Polygonum scoparium,Polygonum scoparium,3,yes,yes,yes,yes,yes,yes,0.0039,yes,yes,8,field,11,2,22,3 E3,1835.5,1.49,-2.46,44.59,-29.27
pol_sco_4,pol_sco_4.jpg,roi_8,106,148,234.476,0.631,54.577,0.289,0.268,0.958,408.844,20.361,212.159,Polygonum scoparium,Polygonum scoparium,4,yes,yes,yes,yes,yes,yes,0.0026,yes,yes,15,field,52,5,260,3 F8,1972.5,1.04,-3.77,35.04,-28.99
pol_sco_5,pol_sco_5.jpg,roi_6,207,335,462.747,0.724,94.287,0.265,0.239,1.152,788.813,37.439,384.751,Polygonum scoparium,Polygonum scoparium,5,yes,yes,yes,yes,yes,yes,0.0037,yes,yes,65,field,11,7,77,3 E8,1997.5,1.37,-3.31,45.61,-29.04
pon_mac_1,pon_mac_1.jpg,roi_8,81,137,343.896,0.398,102.96,0.363,0.349,1.197,605.819,44.082,389.264,Pontechium maculatum,Pontechium maculatum,1,yes,yes,yes,yes,yes,yes,0.003,yes,yes,21,field,16,15,240,2 G6,2126,3.77,0.64,38.25,-27.36
pon_mac_2,pon_mac_2.jpg,roi_8,56,94,295.152,0.318,69.57,0.286,0.254,1.197,537.775,24.732,263.501,Pontechium maculatum,Pontechium maculatum,2,yes,yes,yes,yes,yes,yes,9e-4,yes,yes,37,field,53,13,689,2 G10,1870.5,3.89,0.55,40.11,-27.34
pon_mac_3,pon_mac_3.jpg,roi_8,78,112,255.235,0.439,71.378,0.347,0.339,1.136,445.375,30.58,276.436,Pontechium maculatum,Pontechium maculatum,3,yes,yes,yes,yes,yes,yes,0.0013,yes,yes,65,field,16,16,256,3 A6,1962,3.86,0.11,40.34,-27.24
pon_mac_4,pon_mac_4.jpg,roi_8,46,68,211.655,0.321,79.045,0.436,0.423,1.101,377.66,38.501,289.536,Pontechium maculatum,Pontechium maculatum,4,yes,yes,yes,yes,yes,yes,0.0018,yes,yes,49,field,14,17,238,2 H11,2092.5,3.74,0.51,39.07,-27.35
pon_mac_5,pon_mac_5.jpg,roi_8,59,85,278.945,0.305,75.034,0.312,0.305,0.781,517.279,26.949,272.667,Pontechium maculatum,Pontechium maculatum,5,yes,yes,yes,yes,yes,yes,0.0026,yes,yes,42,field,28,15,420,3 A1,2135.5,1.78,0.13,20.42,-27.43
pot_rec_1,pot_rec_1.jpg,roi_6,49,53,150.579,0.352,92.247,0.721,0.757,1.644,257.001,72.566,345.575,Potentilla recta,Potentilla recta,1,yes,yes,yes,yes,yes,yes,0.0154,yes,yes,79,field,0,0,0,2 B10,1954,1.14,0.99,42.48,-28.39
pot_rec_2,pot_rec_2.jpg,roi_2,53,83,231.406,0.359,128.1,0.686,0.599,2.201,382.843,121.151,499.193,Potentilla recta,Potentilla recta,2,yes,yes,yes,yes,yes,yes,0.0191,yes,yes,91,field,35,6,210,1 B11,2191,0.72,-0.66,24.1,-28.22
pot_rec_3,pot_rec_3.jpg,roi_6,139,239,445.145,0.537,174.89,0.502,0.379,2.954,734.74,147.206,703.943,Potentilla recta,Potentilla recta,3,yes,yes,yes,yes,yes,yes,0.0249,yes,yes,65,field,19,5,95,1 H7,2141.5,1.11,0.55,44.65,-28.32
pot_rec_4,pot_rec_4.jpg,roi_2,164,324,485.054,0.668,143.521,0.387,0.305,1.479,791.074,83.698,585.781,Potentilla recta,Potentilla recta,4,yes,yes,yes,yes,yes,yes,0.0087,yes,yes,68,field,17,3,51,1 E1,1979.5,1.6,0.32,43.46,-28.03
pot_rec_5,pot_rec_5.jpg,roi_6,62,80,222.646,0.359,155.915,0.859,0.834,2.095,364.798,172.741,592.28,Potentilla recta,Potentilla recta,5,yes,yes,yes,yes,yes,yes,0.0304,yes,yes,86,field,20,15,300,1 D2,1967,1.24,0.41,41.45,-28.39
pot_rec_6,pot_rec_6.jpg,roi_6,116,146,359.806,0.406,140.249,0.466,0.423,1.526,625.731,82.305,528.278,Potentilla recta,Potentilla recta,6,yes,yes,yes,yes,yes,yes,0.0104,yes,yes,29,field,23,2,46,1 A12,2127,1.61,0.91,42.19,-28.06
pot_rec_7,pot_rec_7.jpg,roi_6,70,76,259.684,0.293,127.378,0.581,0.508,1.78,459.194,94.624,474.148,Potentilla recta,Potentilla recta,7,yes,yes,yes,yes,yes,yes,0.0117,yes,yes,93,field,26,10,260,1 D4,2113.5,1.55,0.76,44.62,-28.15
rud_hir_1,rud_hir_1.jpg,roi_2,108,172,410.042,0.419,150.704,0.461,0.339,1.903,712.148,102.444,588.343,Rudbeckia hirta,Rudbeckia hirta,1,yes,yes,yes,yes,yes,yes,0.0039,yes,yes,11,field,47,7,329,1 A8,1947,3.31,-4.57,42.03,-29.66
rud_hir_2,rud_hir_2.jpg,roi_2,116,116,423.386,0.274,129.414,0.347,0.305,1.314,800.779,55.211,461.604,Rudbeckia hirta,Rudbeckia hirta,2,yes,yes,yes,yes,yes,yes,0.0025,yes,yes,2,field,32,12,384,1 A9,1926.5,3.24,-4.01,41.2,-29.52
rud_hir_3,rud_hir_3.jpg,roi_2,138,190,585.423,0.325,242.374,0.49,0.456,1.591,1039.68,141.444,899.102,Rudbeckia hirta,Rudbeckia hirta,3,yes,yes,yes,yes,yes,yes,0.0034,yes,yes,2,field,68,19,1292,2 A1,2167,2.58,-3.82,40.45,-25.71
rud_hir_4,rud_hir_4.jpg,roi_2,63,83,328.95,0.252,108.15,0.378,0.349,1.25,609.336,46.285,390.724,Rudbeckia hirta,Rudbeckia hirta,4,yes,yes,yes,yes,yes,yes,9e-4,yes,yes,29,field,57,12,684,1 B5,2004,3.2,-4.27,41.28,-28.56
rud_hir_5,rud_hir_5.jpg,roi_2,60,90,231.222,0.389,84.996,0.436,0.379,1.355,408.792,46.041,317.464,Rudbeckia hirta,Rudbeckia hirta,5,yes,yes,yes,yes,yes,yes,0.0018,yes,yes,10,field,81,9,729,1 C7,1932.5,3.05,-4.48,39.08,-29.49
rud_hir_6,rud_hir_6.jpg,roi_2,82,114,324.608,0.351,99.027,0.361,0.339,1.061,587.42,41.459,367.36,Rudbeckia hirta,Rudbeckia hirta,6,yes,yes,yes,yes,yes,yes,7e-4,yes,yes,9,field,77,13,1001,2 A7,1833.5,2.76,-4.04,39.92,-27.17
rud_hir_7,rud_hir_7.jpg,roi_2,47,53,171.157,0.31,38.235,0.259,0.239,0.728,323.232,11.145,139.092,Rudbeckia hirta,Rudbeckia hirta,7,yes,yes,yes,yes,yes,yes,4e-4,yes,yes,11,field,69,24,1656,1 G4,2063,2.93,-4.23,40.36,-27.7
rum_ace_1,rum_ace_1.jpg,roi_2,80,122,292.327,0.417,117.593,0.496,0.508,1.524,500.884,78.279,454.454,Rumex acetosella,Rumex acetosella,1,yes,yes,yes,yes,yes,yes,0.0018,yes,yes,4,field,57,14,798,1 E12,1896,1.73,-0.23,44.74,-27.88
rum_ace_2,rum_ace_2.jpg,roi_2,81,109,240.555,0.453,51.475,0.257,0.239,0.847,439.261,17.037,194.381,Rumex acetosella,Rumex acetosella,2,yes,yes,yes,yes,yes,yes,0.0033,yes,yes,13,field,69,17,1173,2 C3,2091.5,1.63,-0.38,43.38,-28.38
rum_ace_3,rum_ace_3.jpg,roi_2,93,149,388.999,0.383,150.826,0.46,0.339,1.481,685.337,98.521,567.377,Rumex acetosella,Rumex acetosella,3,yes,yes,yes,yes,yes,yes,0.0047,yes,yes,41,field,43,15,645,2 A4,2087.5,1.61,-0.26,43.15,-28.45
rum_ace_4,rum_ace_4.jpg,roi_2,141,209,404.093,0.517,137.41,0.415,0.379,1.863,693.138,81.279,531.093,Rumex acetosella,Rumex acetosella,4,yes,yes,yes,yes,yes,yes,0.0045,yes,yes,11,field,74,13,962,1 H4,1987,1.66,-0.57,43.28,-27.78
rum_ace_5,rum_ace_5.jpg,roi_2,118,156,364.587,0.428,93.758,0.312,0.268,1.188,655.023,37.357,357.035,Rumex acetosella,Rumex acetosella,5,yes,yes,yes,yes,yes,yes,0.0034,yes,yes,19,field,45,10,450,2 A2,2124,1.59,-0.36,43.01,-27.78
rum_ace_6,rum_ace_6.jpg,roi_2,65,73,200.233,0.365,67.939,0.401,0.379,1.687,359.323,34.08,254.717,Rumex acetosella,Rumex acetosella,6,yes,yes,yes,yes,yes,yes,0.0013,yes,yes,0,field,73,13,949,1 G1,2062.5,1.72,-0.45,42.82,-27.69
rum_ace_7,rum_ace_7.jpg,roi_2,168,258,464.617,0.555,118.971,0.322,0.268,1.152,809.567,52.967,466.566,Rumex acetosella,Rumex acetosella,7,yes,yes,yes,yes,yes,yes,0.0045,yes,yes,5,field,40,11,440,1 E11,2010.5,1.72,0.38,45.33,-27.62
sal_scl_1,sal_scl_1.jpg,roi_8,99,135,343.134,0.393,134.057,0.474,0.349,1.597,599.58,86.094,510.54,Salvia sclarea,Salvia sclarea,1,yes,yes,yes,yes,yes,yes,0.0041,yes,yes,9,field,21,1,21,2 F11,1928.5,1.74,1.77,39.57,-28.17
sal_scl_2,sal_scl_2.jpg,roi_8,71,107,333.719,0.321,119.111,0.428,0.359,1.557,595.133,64.654,447.059,Salvia sclarea,Salvia sclarea,2,yes,yes,yes,yes,yes,yes,0.0036,yes,yes,0,field,0,0,0,3 A3,2156.5,1.95,1.79,39.68,-28.37
sal_scl_3,sal_scl_3.jpg,roi_8,87,119,325.087,0.366,139.726,0.525,0.423,1.629,562.309,95.46,532.659,Salvia sclarea,Salvia sclarea,3,yes,yes,yes,yes,yes,yes,0.0035,yes,yes,35,field,20,3,60,2 G8,1948.5,1.92,1.73,40.29,-28.32
sal_scl_4,sal_scl_4.jpg,roi_8,102,130,342.809,0.379,114.412,0.388,0.379,0.947,618.771,51.731,418.735,Salvia sclarea,Salvia sclarea,4,yes,yes,yes,yes,yes,yes,0.0021,yes,yes,57,field,0,0,0,2 G7,2087.5,1.96,1.73,41.84,-28.33
sal_scl_5,sal_scl_5.jpg,roi_8,81,107,355.465,0.301,133.077,0.429,0.423,1.314,653.266,65.158,479.075,Salvia sclarea,Salvia sclarea,5,yes,yes,yes,yes,yes,yes,0.0028,yes,yes,31,field,24,3,72,3 A7,1985.5,2.02,2.01,38.19,-28.43
sch_sco_1,sch_sco_1.jpg,roi_2,234,270,681.191,0.396,310.774,0.564,0.479,2.039,1146.963,246.575,1214.388,Schizachyrium scoparium,Schizachyrium scoparium,1,yes,yes,yes,yes,yes,yes,0.0197,yes,yes,31,field,49,12,588,2 A6,2170,0.98,1.74,44.48,-12.28
sch_sco_2,sch_sco_2.jpg,roi_2,196,232,467.664,0.496,193.819,0.532,0.479,1.526,750.883,150.317,791.674,Schizachyrium scoparium,Schizachyrium scoparium,2,yes,yes,yes,yes,yes,yes,0.0287,yes,yes,13,field,46,12,552,2 B5,1811,1.04,1.37,44.22,-12.4
sch_sco_3,sch_sco_3.jpg,roi_2,242,328,589.303,0.557,149.602,0.328,0.268,1.389,1001.849,70.375,604.989,Schizachyrium scoparium,Schizachyrium scoparium,3,yes,yes,yes,yes,yes,yes,0.00906,yes,yes,55,field,38,11,418,2 F2,2040.5,1.22,1.54,43.93,-12.64
sch_sco_4,sch_sco_4.jpg,roi_2,250,296,532.205,0.556,231.768,0.566,0.432,2.424,841.864,207.669,963.104,Schizachyrium scoparium,Schizachyrium scoparium,4,yes,yes,yes,yes,yes,yes,0.0135,yes,yes,28,field,44,14,616,2 A10,2165.5,1.06,1.54,38.9,-12.49
sch_sco_5,sch_sco_5.jpg,roi_2,150,204,423.787,0.481,182.768,0.564,0.423,2.083,684.374,163.511,755.183,Schizachyrium scoparium,Schizachyrium scoparium,5,yes,yes,yes,yes,yes,yes,0.0293,yes,yes,51,field,67,18,1206,2 E6,2191.5,1.22,1.8,45.67,-13.24
sch_sco_6,sch_sco_6.jpg,roi_2,164,220,398.732,0.552,138.573,0.439,0.359,1.365,657.199,84.078,553.142,Schizachyrium scoparium,Schizachyrium scoparium,6,yes,yes,yes,yes,yes,yes,0.0076,yes,yes,38,field,14,3,42,2 D11,1803,1.13,1.56,42.86,-12.7
sch_sco_7,sch_sco_7.jpg,roi_2,280,334,640.146,0.522,278.655,0.547,0.423,2.275,1059.031,242.541,1120.704,Schizachyrium scoparium,Schizachyrium scoparium,7,yes,yes,yes,yes,yes,yes,0.02592,yes,yes,29,field,14,4,56,1 G3,1861.5,1.16,1.34,44.88,-12.69
sci_hol_1,sci_hol_1.jpg,roi_8,81,111,189.992,0.584,63.254,0.442,0.423,1.479,304.816,40.683,261.969,Scirpoides holoschoenus,Scirpoides holoschoenus,1,yes,yes,yes,yes,yes,yes,8e-4,yes,yes,32,field,18,13,234,2 H6,1942.5,0.89,-1.31,42.31,-26.84
sci_hol_2,sci_hol_2.jpg,roi_8,276,550,431.366,1.275,85.797,0.307,0.189,1.212,621.513,52.637,415.826,Scirpoides holoschoenus,Scirpoides holoschoenus,2,yes,yes,yes,yes,yes,yes,0.0025,yes,yes,34,field,36,3,108,2 H5,1815.5,0.71,-2.75,45.54,-27.06
sci_hol_3,sci_hol_3.jpg,roi_8,287,593,464.551,1.277,82.512,0.28,0.239,1.273,670.985,42.781,404.024,Scirpoides holoschoenus,Scirpoides holoschoenus,3,yes,yes,yes,yes,yes,yes,0.0019,yes,yes,59,field,0,0,0,2 G5,1803,0.75,-2.52,44.56,-27.13
sci_hol_4,sci_hol_4.jpg,roi_8,334,652,643.956,1.012,148.175,0.352,0.254,1.702,943.152,102.517,705.212,Scirpoides holoschoenus,Scirpoides holoschoenus,4,yes,yes,yes,yes,yes,yes,0.0047,yes,yes,73,field,0,0,0,2 H9,1821.5,0.69,-2.93,45.29,-27.09
sci_hol_5,sci_hol_5.jpg,roi_8,256,380,409.696,0.928,116.36,0.395,0.305,1.609,617.921,79.488,516.057,Scirpoides holoschoenus,Scirpoides holoschoenus,5,yes,yes,yes,yes,yes,yes,0.0059,yes,yes,63,field,0,0,0,2 H1,2156.5,0.78,-2.11,45.32,-26.81
sol_can_1,sol_can_1.jpg,roi_2,101,151,390.653,0.387,169.639,0.541,0.494,2.142,661.88,122.237,660.999,Solidago canadensis,Solidago canadensis,1,yes,yes,yes,yes,yes,yes,0.0102,yes,yes,65,field,63,15,945,2 A12,1813.5,2.12,2.76,40.38,-28.51
sol_can_2,sol_can_2.jpg,roi_2,131,239,592.635,0.403,234.826,0.495,0.423,2.032,997.244,153.301,918.347,Solidago canadensis,Solidago canadensis,2,yes,yes,yes,yes,yes,yes,0.0127,yes,yes,45,field,23,6,138,1 E10,2082.5,1.56,2.08,42.7,-27.48
sol_can_3,sol_can_3.jpg,Full,308,432,1134.444,0.381,377.619,0.418,0.254,2.303,1988.841,285.275,1489.366,Solidago canadensis,Solidago canadensis,3,yes,yes,yes,yes,yes,yes,0.04718,yes,yes,42,field,16,8,128,1 H3,2186.5,1.6,1.84,41.64,-27.21
sol_can_4,sol_can_4.jpg,roi_2,165,239,586.036,0.408,256.849,0.547,0.494,1.743,977.586,186.786,1007.778,Solidago canadensis,Solidago canadensis,4,yes,yes,yes,yes,yes,yes,0.0145,yes,yes,100,field,14,6,84,1 G12,2143,1.51,1.72,39.87,-27
sol_can_5,sol_can_5.jpg,roi_2,172,232,602.363,0.385,265.473,0.544,0.423,2.386,1035.588,224.076,1027.611,Solidago canadensis,Solidago canadensis,5,yes,yes,yes,yes,yes,yes,0.0304,yes,yes,43,field,25,13,325,1 A10,2054,1.57,2.44,42.82,-27.72
sol_can_6,sol_can_6.jpg,Full,253,421,1022.493,0.412,414.022,0.56,0.379,3.72,1635.52,454.462,1796.336,Solidago canadensis,Solidago canadensis,6,yes,yes,yes,yes,yes,yes,0.02541,yes,yes,26,field,33,7,231,1 B7,2018.5,1.48,2.28,42.4,-27.1
sol_can_7,sol_can_7.jpg,Full,193,255,797.977,0.32,286.145,0.422,0.349,1.409,1443.778,157.497,1058.87,Solidago canadensis,Solidago canadensis,7,yes,yes,yes,yes,yes,yes,0.02234,yes,yes,89,field,19,8,152,2 B12,1879.5,2.05,2.46,39.63,-28.06
sta_pal_1,sta_pal_1.jpg,roi_6,80,102,241.174,0.423,146.53,0.745,0.723,2.259,394.159,140.887,567.937,Stachys palustris,Stachys palustris,1,yes,yes,yes,yes,yes,yes,0.0101,yes,yes,93,field,0,0,0,1 B12,2198.5,1.26,1.81,44.37,-28.99
sta_pal_2,sta_pal_2.jpg,roi_6,66,84,182.419,0.46,96.046,0.666,0.718,1.668,290.811,88.945,386.254,Stachys palustris,Stachys palustris,2,yes,yes,yes,yes,yes,yes,0.0056,yes,yes,100,field,27,4,108,1 B8,1937,1.24,1.4,44.55,-28.99
sta_pal_3,sta_pal_3.jpg,roi_6,106,128,323.624,0.396,147.611,0.565,0.423,1.687,544.358,115.929,577.242,Stachys palustris,Stachys palustris,3,yes,yes,yes,yes,yes,yes,0.0082,yes,yes,100,field,0,0,0,1 E7,2164,1.29,1.57,44.11,-29.02
sta_pal_4,sta_pal_4.jpg,roi_6,67,85,213.261,0.399,113.573,0.643,0.508,1.557,356.571,95.634,435.365,Stachys palustris,Stachys palustris,4,yes,yes,yes,yes,yes,yes,0.0069,yes,yes,89,field,32,5,160,1 E4,1914,1.16,1.35,45.12,-28.89
sta_pal_5,sta_pal_5.jpg,roi_2,64,70,198.622,0.352,87.692,0.554,0.423,1.91,335.687,72.039,348.146,Stachys palustris,Stachys palustris,5,yes,yes,yes,yes,yes,yes,0.0113,yes,yes,100,field,41,7,287,1 C3,1976,1.22,1.67,44.67,-29.07
sta_pal_6,sta_pal_6.jpg,roi_6,84,112,259.811,0.431,126.962,0.602,0.508,2.067,432.538,103.1,495.917,Stachys palustris,Stachys palustris,6,yes,yes,yes,yes,yes,yes,0.0062,yes,yes,97,field,37,9,333,1 C8,2049.5,1.16,1.34,44.58,-29.04
sta_pal_7,sta_pal_7.jpg,roi_6,81,119,235.223,0.506,106.552,0.587,0.423,1.663,381.981,91.358,429.534,Stachys palustris,Stachys palustris,7,yes,yes,yes,yes,yes,yes,0.0037,yes,yes,96,field,0,0,0,1 E8,2076.5,1.39,1.61,44.46,-29.06
sym_eri_1,sym_eri_1.jpg,roi_2,61,63,187.728,0.336,85.242,0.523,0.535,1.203,335.791,49.979,310.346,Symphyotrichum ericoides,Symphyotrichum ericoides,1,yes,yes,yes,yes,yes,yes,0.0067,yes,yes,45,glasshouse,47,29,1363,2 C8,1978.5,1.44,0.61,41.26,-29.33
sym_eri_2,sym_eri_2.jpg,roi_4,65,63,181.48,0.347,57.306,0.367,0.349,1.02,330.28,23.937,210.417,Symphyotrichum ericoides,Symphyotrichum ericoides,2,yes,yes,yes,yes,yes,yes,0.0026,yes,yes,89,glasshouse,41,24,984,2 E3,1912,1.49,0.7,40.61,-29.38
sym_eri_3,sym_eri_3.jpg,roi_6,21,21,109.085,0.193,63.747,0.646,0.677,1.439,201.876,42.764,223.485,Symphyotrichum ericoides,Symphyotrichum ericoides,3,yes,yes,yes,yes,yes,yes,0.0065,yes,yes,60,glasshouse,68,35,2380,2 D6,1999.5,1.57,0.91,41.28,-29.36
tar_off_1,tar_off_1.jpg,roi_2,87,85,273.353,0.311,127.815,0.545,0.423,2.254,495.101,105.336,472.588,Taraxacum officinale,Taraxacum officinale,1,yes,yes,yes,yes,yes,yes,0.0071,yes,yes,88,field,65,3,195,3 B4,1980,1.62,2.54,38.58,-29.01
tar_off_2,tar_off_2.jpg,roi_2,94,96,279.986,0.343,123.89,0.507,0.456,1.355,507.845,72.403,448.134,Taraxacum officinale,Taraxacum officinale,2,yes,yes,yes,yes,yes,yes,0.0035,yes,yes,100,field,32,6,192,2 H2,1928,1.6,2.1,38.82,-29.03
tar_off_3,tar_off_3.jpg,roi_2,48,46,147.605,0.312,76.446,0.6,0.479,1.743,266.331,54.08,278.472,Taraxacum officinale,Taraxacum officinale,3,yes,yes,yes,yes,yes,yes,0.0012,yes,yes,91,field,41,6,246,3 B2,1827.5,1.57,1.93,40.03,-29.07
tar_off_4,tar_off_4.jpg,roi_2,57,65,270.525,0.24,106.557,0.452,0.423,1.139,498.049,51.649,382.812,Taraxacum officinale,Taraxacum officinale,4,yes,yes,yes,yes,yes,yes,0.003,yes,yes,98,field,39,12,468,3 B11,1969,1.49,2.13,39.37,-28.97
tar_off_5,tar_off_5.jpg,roi_2,68,80,262.383,0.305,126.091,0.551,0.535,1.25,466.967,74.725,458.061,Taraxacum officinale,Taraxacum officinale,5,yes,yes,yes,yes,yes,yes,0.0037,yes,yes,85,field,38,2,76,3 B6,2065.5,1.59,2.38,38.8,-29.08
tar_off_6,tar_off_6.jpg,roi_2,73,83,329.067,0.252,149.009,0.518,0.494,1.339,599.948,81.897,536.541,Taraxacum officinale,Taraxacum officinale,6,yes,yes,yes,yes,yes,yes,0.0045,yes,yes,97,field,52,5,260,2 H12,1982.5,1.69,2.21,40.02,-29.14
tar_off_7,tar_off_7.jpg,roi_2,59,57,229.446,0.248,112.301,0.552,0.593,1.27,423.788,65.402,397.45,Taraxacum officinale,Taraxacum officinale,7,yes,yes,yes,yes,yes,yes,0.003,yes,yes,100,field,34,1,34,3 B3,1986,1.68,2.45,40.21,-29.09
the_mon_1,the_mon_1.jpg,roi_8,119,141,334.497,0.422,247.783,1.048,0.958,2.793,458.607,386.611,1107.731,Thermopsis montana,Thermopsis montana,1,yes,yes,yes,yes,yes,yes,0.0332,yes,yes,NA,field,14,15,210,3 B5,1863.5,2.31,-0.29,44.34,-26.56
the_mon_2,the_mon_2.jpg,roi_8,60,72,231.745,0.311,212.534,1.159,1.13,3.602,367.021,315.317,840.551,Thermopsis montana,Thermopsis montana,2,yes,yes,yes,yes,yes,yes,0.0341,yes,yes,NA,field,11,16,176,3 A8,2096.5,2.37,0.01,44.52,-26.58
the_mon_3,the_mon_3.jpg,roi_8,94,102,281.495,0.362,240.379,1.232,1.061,4.189,388.67,472.438,1102.22,Thermopsis montana,Thermopsis montana,3,yes,yes,yes,yes,yes,yes,0.0335,yes,yes,NA,field,8,13,104,2 G12,2079.5,2.39,-0.21,43.91,-26.39
the_mon_4,the_mon_4.jpg,roi_8,71,73,222.038,0.329,203.496,1.427,1.32,4.911,283.906,529.873,1000.265,Thermopsis montana,Thermopsis montana,4,yes,yes,yes,yes,yes,yes,0.0324,yes,yes,NA,field,7,13,91,3 B10,1998,2.42,-0.21,43.35,-26.45
the_mon_5,the_mon_5.jpg,roi_8,119,141,416.92,0.338,377.347,1.406,1.212,4.456,522.36,930.291,1850.038,Thermopsis montana,Thermopsis montana,5,yes,yes,yes,yes,yes,yes,0.0617,yes,yes,NA,field,6,17,102,2 H8,2185,2.48,0.04,44.16,-26.29
woo_obt_1,woo_obt_1.jpg,roi_6,117,189,241.841,0.782,68.622,0.39,0.349,1.185,369.35,37.311,294.367,Woodsia obtusa,Physematium obtusum,1,yes,yes,yes,yes,yes,yes,0.0044,yes,yes,24,field,39,14,546,2 C10,1999.5,1.15,-0.96,43,-27.77
woo_obt_2,woo_obt_2.jpg,roi_2,253,393,523.255,0.751,144.376,0.385,0.339,1.575,807.789,81.571,628.477,Woodsia obtusa,Physematium obtusum,2,yes,yes,yes,yes,yes,yes,0.0053,yes,yes,38,field,58,11,638,2 C5,1969.5,1.52,-1.23,41.46,-27.7
woo_obt_3,woo_obt_3.jpg,roi_6,279,403,510.088,0.79,176.469,0.478,0.423,2.426,745.559,122.461,772.279,Woodsia obtusa,Physematium obtusum,3,yes,yes,yes,yes,yes,yes,0.0059,yes,yes,25,field,48,13,624,2 C9,2064,1.29,-0.83,41.2,-27.96
woo_obt_4,woo_obt_4.jpg,roi_6,130,203,248.612,0.817,67.998,0.374,0.339,1.176,386.092,38.134,292.234,Woodsia obtusa,Physematium obtusum,4,yes,yes,yes,yes,yes,yes,0.004,yes,yes,10,field,97,9,873,2 D10,2058.5,1.47,-0.59,40.56,-27.81
woo_obt_5,woo_obt_5.jpg,roi_6,258,392,547.309,0.716,152.355,0.373,0.339,1.365,867.068,79.052,638.954,Woodsia obtusa,Physematium obtusum,5,yes,yes,yes,yes,yes,yes,0.0101,yes,yes,17,field,70,10,700,2 C7,2087.5,0.96,-1.3,43.98,-28.14
woo_obt_6,woo_obt_6.jpg,roi_6,174,264,340.07,0.776,122.462,0.506,0.423,1.934,498.413,91.176,542.25,Woodsia obtusa,Physematium obtusum,6,yes,yes,yes,yes,yes,yes,0.0051,yes,yes,14,field,53,17,901,2 F7,1945,1.51,-0.91,41.53,-27.73
woo_obt_7,woo_obt_7.jpg,roi_2,184,300,406.385,0.738,118.473,0.393,0.349,1.188,629.815,60.679,498.167,Woodsia obtusa,Physematium obtusum,7,yes,yes,yes,yes,yes,yes,0.0043,yes,yes,12,field,72,16,1152,2 F5,1923,1.45,-0.91,41.81,-27.35
